friends_count,followers_count,cluster number
2598,2973,0
3182,4626,0
340,395,0
4584,5773,0
5059,31675,0
415,680,0
58,28,0
1044,1594,0
641,358,0
49,11,0
80,35,0
443,409,0
615,148,0
595,529,0
2520,2403,0
232,414,0
736,470,0
22,38,0
115,148,0
975,1823,0
96,9,0
154,116,0
332,337,0
1221,1109,0
240,5525,0
734,201,0
355,306,0
2987,5133,0
514,242,0
32,45,0
846,432,0
31,218,0
275,323,0
135,92,0
109,1015,0
182,1096,0
1604,1441,0
182,185,0
6974,7141,0
391,36,0
0,2773,0
365,332,0
434,267,0
1174,1065,0
23,14,0
203,189,0
1913,126,0
6064,6042,0
112,113,0
3,4,0
115,62,0
233,396,0
160,153,0
710,581,0
447,472,0
373,957,0
269,387,0
379,327,0
1998,1952,0
268,710,0
100,61,0
104,65,0
220,218,0
642,562,0
109,188,0
93,145,0
501,138,0
93,50,0
532,875,0
360,254,0
1750,1534,0
601,1842,0
28,1338,0
1575,2148,0
16389,16559,0
624,161,0
32,617,0
117115,175293,4
223,567,0
388,396,0
1872,2228,0
61,0,0
41,2,0
141,460,0
142,221,0
126,157,0
37,3,0
504,605,0
40,2,0
88,29,0
160,195,0
443,392,0
1844,141,0
426,628,0
1732,2097,0
296,295,0
540,487,0
2295,1187,0
266,282,0
99,90,0
354,110,0
317,71,0
216,762,0
257,644,0
143,85,0
213,54,0
0,0,0
1226,2071,0
940,108707,4
1951,2052,0
44,6,0
245,304,0
336,1208,0
573,482,0
130,11232,0
669,311,0
1903,266,0
118,766,0
692,783,0
544,193,0
290,251,0
758,723,0
522,258,0
11612,38167,0
98,1816,0
891,354,0
459,2952,0
457,57,0
566,4203,0
621,421,0
983,573130,2
44,22,0
76,172,0
2980,2575,0
291,220,0
562,913,0
30,1441,0
93,56,0
401,319,0
381,516,0
107,93,0
225,47,0
105,28260,0
298,184,0
125,2329,0
2694,1202,0
293,580,0
2499,10551,0
396,229,0
508,551,0
871,811,0
41,59,0
253,328,0
166,3973,0
0,6,0
206,146,0
193,180,0
286,540,0
300,227,0
221,167,0
728,986,0
9068,8314,0
17,28,0
258,219,0
739,12,0
363,1054,0
691,1103,0
3364,958,0
966,1262,0
0,1,0
176,394,0
1090,603,0
387,220,0
1446,1696,0
2439,2791,0
6974,7141,0
1750,1534,0
1457,419,0
400,545,0
3,13,0
161,195,0
329,65,0
42,214,0
234,215,0
216,589,0
227,110,0
0,0,0
139,90,0
729,687,0
41,24,0
319,444,0
398,959,0
36,33,0
3726,4390,0
300,347,0
276,161,0
513,666,0
859,874,0
113,109,0
228,138,0
685,476,0
1266,2828,0
106,27084,0
99,411,0
112,110,0
1043,695,0
69,60,0
1854,271,0
204,220,0
109,446,0
213,223,0
1786,7856,0
303,851,0
45,15,0
4,89,0
86,81,0
24,8,0
418,207,0
1306,58,0
665,886,0
4416,792,0
52,51,0
0,3,0
41,24,0
0,0,0
19,21,0
349,488,0
167,268,0
51,0,0
494,155,0
100,98,0
986,1609,0
787,118,0
90,21,0
15039,18774,0
28,36,0
212,212,0
665,802,0
284,678,0
1081,598,0
0,14,0
58,3,0
33,33,0
984,1123,0
426,357,0
666,2982,0
861,2289,0
168,443,0
1995,1349,0
2017,999,0
29,221,0
46,10,0
173,2235,0
365,307,0
3414,4773,0
89,467,0
78,58,0
173,209,0
282,191,0
398,434,0
443,562,0
108,46,0
8345,10570,0
4740,31117,0
23239,22629,0
281,69,0
39,26,0
399,262,0
59,51,0
2487,3004,0
200,127,0
63,56,0
208,145,0
184,149,0
386,356,0
809,1149,0
0,3,0
86,2383,0
10831,127298,4
2019,293,0
27,18,0
339,252,0
1006,1228,0
604,186,0
570,1028,0
412,153,0
445,107,0
299,172,0
177,114,0
355,710,0
169,242,0
8855,20657,0
38,15,0
2783,2881,0
191,226,0
20,2842,0
242,4374,0
165,319,0
82,17,0
28,3,0
289,311,0
924,506,0
98,231,0
1456,1933,0
866,400,0
256,102,0
1836,885,0
300,7701,0
7478,10542,0
263,1392,0
191,202,0
369,1145,0
7,2,0
398,288,0
530,3955,0
683,730,0
50,28,0
498,842,0
192,211,0
229628,208943,4
489,474,0
1920,2301,0
717,524,0
23,3,0
138,18,0
5888,17565,0
712,788,0
454,461,0
686,580,0
465,501,0
411,1473,0
120,21,0
45,55,0
167,228,0
2760,4012,0
244,329,0
73,87,0
44,203,0
442,431,0
10,15,0
1949,437,0
223,186,0
1094,1250,0
1919,2721,0
144,112,0
855,134,0
607,409,0
310,152,0
1905,323,0
387,45464,0
3060,3231,0
260,260,0
207,277,0
207,214,0
817,418,0
130,204,0
226,219,0
169,68,0
409,401,0
510,588,0
516,382,0
257,139,0
261,271,0
1982,1104,0
528,580,0
1971,1626,0
2004,196,0
906,2190,0
38,48,0
1583,1067,0
100,63,0
270,646,0
867,687,0
152,21,0
520,663,0
178,529,0
25,25,0
40,5,0
37,19,0
548,308,0
51,1,0
163,650,0
749,1571,0
344,70,0
0,1076,0
138,286,0
909,619,0
2105,3223,0
724,314,0
292,290,0
48,3205,0
1936,1043,0
37,30,0
14,16,0
1304,563,0
285,290,0
131,53,0
817,490,0
148,13,0
628,403,0
8,4098,0
428,541,0
4320,4813,0
108,88,0
367,84,0
793,564,0
21,60,0
718,844,0
330,191,0
752,860,0
1099,1581,0
972,357,0
190,6896,0
169,163,0
2593,2697,0
8,939,0
380,1524,0
7,128,0
115,91,0
10,6,0
40,272,0
136,251,0
116,58,0
74,140,0
0,3,0
1700,1679,0
1633,1445,0
297,351,0
80,77,0
331,638,0
10034,15194,0
506,1023,0
748,1426,0
74,108,0
160,272,0
83,105,0
2384,2502,0
753,526,0
483,661,0
165,265,0
143,678,0
208,86,0
967,858,0
479,705,0
313,394,0
1103,5399,0
2767,360,0
7,7,0
308,402,0
5717,44370,0
132,157,0
215,243,0
209,317,0
2,2,0
158,3530,0
253,93453,4
333,588,0
57,26,0
1409,1604,0
838,524,0
1606,1630,0
51,72,0
1981,257,0
350,430,0
430,1123,0
253,289,0
61,81,0
92,31,0
1980,903,0
163,312,0
216,216,0
1098,1181,0
93,87,0
182,188,0
304,466,0
223,8879,0
147,107,0
125,139,0
5215,4936,0
7,3,0
4955,4402,0
940,194,0
56,4,0
241,181,0
120,21,0
5477,9122,0
598,58,0
404,3844,0
500,62,0
1339,2793,0
361,599,0
1202,1324,0
444,1026,0
320,476,0
2062,679,0
108,100,0
66,39,0
87,101,0
296,1519,0
0,8179,0
1943,766,0
544,29,0
455,417,0
46,4,0
444,1282,0
1782,643,0
185,186,0
117,77,0
859,649,0
0,24,0
95,23,0
621,792,0
76,10,0
64,86,0
75,920,0
238,272,0
723,6318,0
1010,2508,0
98,127,0
158,181,0
419,357,0
1417,671,0
897,1251,0
704,2303,0
141,260,0
197,176,0
947,427,0
0,1,0
328,421,0
99,20,0
7478,10542,0
231,458,0
24,23,0
79,35,0
710,385,0
97,74,0
40,3,0
572,583,0
25,21,0
709,786,0
2033,1771,0
86,141,0
1691,1950,0
545,182,0
42,21,0
7,6395,0
614,505,0
399,49,0
86,54,0
309,443,0
671,647,0
151,835,0
140,44,0
173,86,0
210,222,0
1961,2050,0
2164,2356,0
611,793,0
1980,1097,0
200,99,0
172,403,0
448,575,0
245,641,0
113,116,0
35,70,0
153,74,0
643,3284,0
190,706,0
54,1883,0
199,622,0
0,64,0
864,519,0
535,155,0
1806,1293,0
459,297,0
2210,1997,0
918,948,0
2835,2659,0
42,39,0
529,1007,0
315,729,0
293,522,0
39,10,0
522,678,0
176,125,0
198,141,0
92,83,0
100,97,0
156,10,0
688,755,0
496,3716,0
117,128,0
377,732,0
499,3501,0
1845,1542,0
38,340,0
2282,2276,0
1553,14520,0
380,379,0
19551,93723,4
246,182,0
522,588,0
590,407,0
404,371,0
386,412,0
6777,6249,0
83,175,0
259,63,0
404,81,0
73,139,0
144,1520,0
240,94,0
42,389,0
142,77,0
170,97,0
49,43,0
728,11192,0
215,495,0
39,55,0
127,171,0
79,82,0
129,113,0
513,504,0
2114,2258,0
930,64699,0
1121,1498,0
838,1326,0
1742,236,0
12,231,0
24,26,0
98,25020,0
885,1428,0
82,77,0
59,12,0
1,249,0
7,0,0
114,166,0
2222,4433,0
1313,1386,0
239,120,0
238,451,0
1194,1001,0
190,336,0
215,142,0
583,961,0
289,310,0
34,11,0
1854,1640,0
396,122,0
19092,34740,0
130,32,0
28,13,0
1294,364,0
156,454,0
248,634,0
75,25283,0
204,195,0
396,431,0
13102,20758,0
123,41,0
57,24,0
23,21,0
170,204,0
300,256,0
475,585,0
9,18,0
350,237,0
683,1064,0
1543,1699,0
60,1310,0
189,147,0
428,195,0
1952,995,0
771,461,0
36,148,0
290,331,0
72,7,0
2214,1144,0
103,42,0
18,6,0
744,530,0
1810,2081,0
434,394,0
1837,1534,0
71,78,0
52,404,0
157,149,0
91,263,0
379,396,0
283,379,0
63,59,0
176,171,0
107,111,0
336,325,0
331,116,0
1954,1320,0
574,88,0
225,7263,0
8,0,0
1979,912,0
3172,3640,0
71,28,0
543,1202,0
384,433,0
199,19,0
129,157,0
153,52,0
147,111,0
523,424,0
138,188,0
726,745,0
805,4476,0
7,4,0
22,7,0
62,9,0
170,688,0
2143,1435,0
111,52,0
309,357,0
58,17,0
101,1143,0
57,18,0
1667,1132,0
1470,3819,0
650,616,0
153,159,0
573,306,0
25,49,0
141,143,0
135,131,0
463,275,0
148,305,0
422,161,0
287,232,0
177,213,0
154,4349,0
2034,246,0
790,1509,0
948,2387,0
257,369,0
178,362,0
546,265,0
218,270,0
735,377,0
148,302,0
197,238,0
107,216,0
155,310,0
644,4301,0
101,455,0
147,218,0
338,545,0
384,419,0
19,19,0
4544,13170,0
1244,12458,0
1675,1456,0
4189,11118,0
454,497,0
133,902,0
544,253,0
57,71,0
121,210,0
246,112,0
2145,1317,0
71,60,0
607,603,0
1816,364,0
1112,1167,0
164,112,0
1136,993,0
536,538,0
59,44,0
234,746,0
76,214,0
1047,379,0
850,255,0
3510,12221,0
277,289,0
205,1465,0
379,1283,0
85,475,0
187,195,0
220,14,0
510,928,0
0,225,0
225,434,0
285,345,0
44,0,0
297,158,0
58,38,0
317,195,0
77,168,0
133,70,0
158,514,0
230,441,0
0,0,0
400,789,0
7167,7181,0
866,204,0
3233,10572,0
428,420,0
46,28,0
42,2,0
13,54082,0
165,4716,0
1234,2032,0
191,61,0
615,241,0
1089,174,0
299,233,0
8,9,0
51,37,0
740,370,0
387,346,0
618,793,0
127,86,0
2008,469,0
320,23619,0
17,6,0
119,127,0
39,38,0
154,265,0
774,98,0
1004,68282,0
374,376,0
620,470,0
521,496,0
9254,15898,0
61,128,0
225,560,0
346,360,0
106,37,0
265,361,0
68,125,0
445,553,0
152,52,0
4,1,0
865,3376,0
54,54,0
1636,1261,0
799,456,0
268,212,0
878,832,0
430,657,0
125,410,0
316,1437,0
369,752,0
153,76,0
44,43,0
1150,273,0
72,70,0
584,726,0
40,182,0
311,426,0
155,157,0
399,585,0
339,538,0
518,840,0
475,3027,0
1525,1514,0
246,101,0
128,80,0
299,498,0
117,63,0
32,292,0
383,389,0
784,1177,0
83,4,0
145,145,0
78,216,0
550,569,0
32,28,0
19,0,0
106,148,0
596,634,0
55,139,0
418,479,0
396,430,0
358,448,0
98,11,0
5,8,0
0,0,0
2065,2040,0
120,150,0
488,327,0
117,74,0
887,710,0
100,6229,0
497,594,0
465,484,0
42,23,0
1867,1564,0
429,617,0
216,441,0
327,430,0
83,105,0
133,63,0
128,366,0
784,1177,0
731,597,0
675,329,0
130,3921,0
113,58,0
582,582,0
10469,9538,0
164,20603,0
953,1140,0
2447,4170,0
130,416,0
117,74,0
3039,3368,0
808,171,0
125,562,0
83,24,0
161,112,0
2283,3088,0
282,120,0
34,34,0
242,187,0
40,40,0
99,148,0
298,138,0
216,357,0
116,1193,0
583,1040,0
627,242,0
150,51,0
109,17,0
94,55,0
98,187,0
62,55,0
643,890,0
170,88,0
749,122,0
385,46,0
0,17,0
43,33,0
141,21,0
439,904,0
236,249,0
93,128,0
741,596,0
1096,1222,0
1768,589,0
156,208,0
78,442,0
142,229,0
155,17,0
1839,373,0
145,15,0
210,177,0
145,90,0
5410,7510,0
854,3519,0
8083,11907,0
337,321,0
182,58,0
776,441,0
613,760,0
927,767,0
2180,2859,0
143,271,0
481,730,0
347,74,0
8,11,0
18815,23606,0
810,727,0
2139,2706,0
72,7,0
1032,5658,0
25,8,0
282,769,0
663,898,0
2780,3075,0
14585,15338,0
840,1168,0
5718,5271,0
657,2068,0
445,6887,0
883,428,0
95,269,0
115,68,0
304,443,0
156,206,0
467,608,0
599,314,0
3301,3358,0
1053,900,0
175,167,0
758,908,0
1984,945,0
1558,245,0
106,159,0
130,116,0
194,3,0
277,266,0
414,648,0
88,90,0
222,157,0
73,84,0
3645,2951,0
2017,1322,0
242,149,0
1966,1703,0
179,107,0
42,20,0
950,21432,0
1204,240,0
152,51,0
631,712,0
234,232,0
517,600,0
97,64,0
50,118,0
670,661,0
84,127,0
305,85,0
35,8,0
589,762,0
4686,5022,0
589,762,0
3328,1488,0
210,331,0
351,529,0
131,145,0
338,1367,0
379,894,0
589,762,0
77,108,0
1046,848,0
490,272,0
811,397,0
13659,15295,0
87,87,0
393,509,0
355,440,0
287,836,0
73,6,0
948,1141,0
222,94,0
299,224,0
120,204,0
959,59,0
331,115,0
268,312,0
1945,6069,0
663,361,0
14,5,0
1565,1312,0
95,53,0
14,16,0
140,167,0
803,628,0
128,39,0
142,753,0
0,10,0
85,53,0
667,1425,0
866,2225,0
180,109,0
14392,37957,0
204,382,0
56,127,0
428,269,0
0,1,0
0,2,0
166,714,0
351,408,0
5,1,0
17,1,0
353,450,0
11,10,0
67,59,0
183,311,0
336,95,0
2,133,0
896,762,0
111,96,0
15,126,0
72,80,0
383,155,0
134,442,0
301,20,0
54264,53264,0
396,1577,0
1621,1613,0
90,173,0
2742,2553,0
1121,1083,0
42,31,0
242,79,0
519,566,0
1046,1024,0
1945,1935,0
541,163,0
68,22,0
784,2136,0
134,107,0
1,3,0
59,83,0
1071,546,0
384,391,0
572,246,0
841,1105,0
128,487,0
110,404,0
386,368,0
85,79,0
218,341,0
431,481,0
150,27,0
960,1164,0
50,168,0
18,1,0
634,1172,0
129,260,0
143,34,0
99,59,0
285,359,0
19,70,0
0,1,0
350,413,0
35,163,0
76,1257,0
0,40,0
1349,1203,0
29,22,0
136,88,0
3183,3126,0
216,218,0
1573,1289,0
198,680,0
65,60,0
100,324,0
1,0,0
2017,1734,0
654,644,0
579,596,0
52,1,0
27,94817,4
55,2,0
583,77,0
328,255,0
961,741,0
166,246,0
146,106,0
216,386,0
2619,2110,0
386,171,0
3136,3858,0
636,1034,0
790,814,0
61,17,0
33,47,0
1845,79,0
427,568,0
435,503,0
439,633,0
180,143,0
1359,52,0
110,14,0
1481,1010,0
35,62,0
318,475,0
199,393,0
60,43,0
642,690,0
151,103,0
102,22,0
2065,1907,0
1208,1185,0
20,15,0
2762,3197,0
684,1692,0
335,182,0
2088,2246,0
31122,32103,0
355,131,0
30,28,0
2780,6204,0
404,624,0
146,159,0
101,97,0
1203,1460,0
376,870,0
2879,2383,0
455,476,0
120,204,0
65,67,0
359,76,0
84,59,0
444,1874,0
210,912,0
1046,712,0
232,605,0
6,1,0
52,64,0
302,391,0
1146,896,0
278,653,0
393,787,0
159,320,0
120,460,0
20,14,0
239,370,0
19,24,0
931,938,0
259,310,0
94,18,0
161,270,0
180,68,0
1301,316,0
387,75,0
290,152,0
1173,1522,0
3,0,0
0,4,0
766,896,0
42,38,0
741,448,0
2681,2797,0
183,210,0
114,34,0
280,3249,0
734,4302,0
219,258,0
429,993,0
379,87,0
5516,20489,0
240,119,0
865,3376,0
83,11,0
502,134,0
459,552,0
709,589,0
94,15,0
5,173,0
100,189,0
353,437,0
21,0,0
814,238,0
264,194,0
273,154,0
101,43,0
2000,712,0
371,301,0
262,392,0
1327,2062,0
505,493,0
70,76,0
336,183,0
3,2,0
616,280,0
292,267,0
288,453,0
69,172,0
139,44,0
406,413,0
631,348,0
337,389,0
511,505,0
998,3941,0
94,31,0
291,303,0
277,266,0
3690,3263,0
3,0,0
227,193,0
1948,948,0
51,24,0
9707,9718,0
884,919,0
607,15448,0
242,83,0
245,11345,0
78,94,0
1,0,0
186,46,0
118,125,0
1387,546,0
263,88,0
269,1835,0
1201,1400,0
45,85,0
500,181,0
1581,730,0
187,115,0
9,4,0
1753,1917,0
92,6598,0
178,64,0
384,12010,0
405,292,0
778,897,0
27,26,0
1161,465,0
37,0,0
790,1089,0
270,277,0
131,195,0
0,344,0
964,974,0
303,365,0
202,167,0
222,589,0
107,128,0
113,32,0
20,20,0
2884,2878,0
750,30,0
141,632,0
47,28,0
378,480,0
96,45,0
431,143,0
72,19,0
1246,1122,0
4,15,0
103,77,0
2083,1103,0
988,998,0
169,173,0
283,259,0
1163,1143,0
146,156,0
2082,2173,0
69,132,0
1154,402,0
537,394,0
410,225,0
177,261,0
600,493,0
389,127,0
425,126,0
72,74,0
901,1268,0
82,93,0
6297,8041,0
430,781,0
503,1308,0
7,12,0
342,2121,0
1385,1566,0
34,41,0
254,856,0
77,11,0
1770,1364,0
123,92,0
787,1322,0
1639,877,0
658,698,0
483,150,0
199,257,0
681,254,0
2476,3766,0
32,63,0
523,492,0
232,130,0
780,197,0
709,163,0
158,308,0
136,81,0
68,61,0
0,7,0
2218,2232,0
180,534,0
110,3675,0
174,445,0
415,451,0
144,238,0
49,21,0
2917,1848,0
92,9,0
569,454,0
489,393,0
449,2025,0
591,592,0
8,1,0
391,242,0
265,113,0
22,65,0
310,322,0
341,1072,0
825,512,0
1355,718,0
352,412,0
88,68,0
203,142,0
557,389,0
1198,1116,0
308,137,0
389,3395,0
447,499,0
2067,2580,0
0,0,0
1433,906,0
2085,1854,0
81,436,0
864,2292,0
498,609,0
906,1296,0
555,1555,0
70,3,0
1267,351,0
437,2516,0
175,94,0
2838,4824,0
1644,32719,0
361,75,0
21963,21984,0
24280,24758,0
668,1201,0
970,310,0
95,36,0
8874,9033,0
441,728,0
161,242,0
141,94,0
168,595,0
138,372,0
461,611,0
609,685,0
426,562,0
4154,4689,0
320,449,0
135,137,0
426,562,0
127,33,0
273,45,0
131,1332,0
235,260,0
1292,1514,0
11,3,0
105,51,0
205,131,0
524,80,0
298,31,0
1167,50446,0
65,19,0
121,183,0
176,7,0
1470,550,0
256,72,0
878,743,0
137,240,0
1656,1585,0
49,66,0
469,146,0
216,148,0
64,2754,0
239,99,0
708,770,0
534,245,0
223,234,0
453,489,0
0,274,0
264,52508,0
1392,1249,0
5615,12522,0
580,689,0
280,379,0
1025,587,0
15860,18308,0
109,426,0
557,571,0
70,19,0
121,220,0
469,22069,0
1568,1631,0
119,41,0
152,3182,0
0,0,0
20,24,0
3907,4447,0
216,183,0
40,610,0
63,88,0
544,731,0
152134,138310,4
639,734,0
284,315,0
8204,9138,0
873,245,0
152,45,0
315,180,0
587,87,0
229,310,0
278,59,0
268,216,0
682,692,0
7228,17614,0
3,16,0
1909,3287,0
878,527,0
8,3,0
195,373,0
272,232,0
4,56,0
119,159,0
374,149,0
38,1149,0
901,1405,0
196,156,0
61,16,0
1647,6178,0
1027,228,0
6972,7871,0
0,87,0
2143,1274,0
39,9,0
133,123,0
176,68,0
494,557,0
108,530,0
1683,1428,0
226,226,0
1404,2451,0
117,6250,0
58,48,0
204,119,0
923,2696,0
279,99,0
966,697,0
490,497,0
470,550,0
1929,2196,0
524,240,0
742,1625,0
137,166,0
303,495,0
297,1244,0
238,64,0
2129,3768,0
61,17,0
230,505,0
314,247,0
1453,1046,0
84,29,0
49,57,0
288,82,0
191,54,0
234,35,0
17,690,0
184,219,0
366,377,0
35,20,0
490,545,0
1824,331,0
104,142,0
314,176,0
282,282,0
212,542,0
0,0,0
285,253,0
92,42,0
407,19,0
147,735,0
155,221,0
99,56,0
782,2216,0
293,434,0
211,166,0
2620,3338,0
811,869,0
0,18,0
185,117,0
882,4236,0
648,632,0
36,410,0
540,3539,0
156,59,0
2628,6197,0
8960,11453,0
17,4,0
83,66,0
2891,3005,0
127,58,0
549,527,0
150,798,0
14,15,0
372,502,0
344,410,0
706,742,0
66,211,0
40,2,0
1996,981,0
371,1467,0
941,879,0
669,2326,0
144,731,0
109,129,0
165,7227,0
159,161,0
626,680,0
96,66,0
30,30,0
446,306,0
254,257,0
195,199,0
250,1191,0
21,8,0
381,354,0
216,226,0
448,725,0
85,73,0
363,291,0
36,7,0
177,232,0
1755,1188,0
49,64,0
774,444,0
6,3,0
1475,3585,0
161,69,0
258,311,0
36,5,0
210,248,0
120,52,0
615,929,0
333,301,0
676,2902,0
169,177,0
382,538,0
171,156,0
1043,21820,0
17961,19799,0
369,276,0
279,456,0
729,724,0
649,632,0
358,265,0
249,137,0
102269,150582,4
1451,542,0
38,40,0
5,42,0
942,896,0
82,174,0
594,2266,0
330,404,0
2145,1487,0
571,214,0
1156,886,0
827,13897,0
43,30,0
1063,1494,0
1406,200,0
424,257,0
394,421,0
140,574,0
683,348,0
72,67,0
9495,9916,0
768,178,0
343,323,0
1991,1235,0
188,2946,0
401,208,0
120,145,0
1292,3347,0
17093,135778,4
288,490,0
210,95,0
120,139,0
103,323,0
366,429,0
3752,9278,0
1004,1295,0
331,96,0
7,0,0
1756,16856,0
222,179,0
2095,234,0
17246,17385,0
8150,8397,0
35841,36183,0
385,367,0
1565,337,0
63,6,0
691,4122,0
296,551,0
82,108,0
1198,240,0
169,175,0
126,131,0
1300,1168,0
1334,541,0
159,26,0
147,758,0
1606,730,0
255,25,0
1269,333,0
475,135,0
187,464,0
5575,8019,0
490,1318,0
185,4254,0
204,182,0
198,177,0
698,618,0
236,546,0
298,226,0
61,86,0
163,334,0
435,709,0
45,47,0
484,289,0
322,1159,0
68,73,0
145,53,0
205,118,0
47,650,0
50,63,0
841,453,0
36,7,0
2043,261,0
314,372,0
248,249,0
222,589,0
333,336,0
75,103,0
255,335,0
53,95,0
1942,1111,0
1542,138,0
446,555,0
525,575,0
393,517,0
102,91,0
1633,689,0
614,1212,0
1250,343,0
103,55,0
1988,870,0
554,10138,0
301,257,0
1995,806,0
41,1,0
2178,2163,0
193,196,0
39,2,0
406,2090,0
44,5,0
1109,1464,0
380,380,0
340,65,0
44,6,0
224,705,0
318,654,0
49,439,0
1279,1807,0
398,511,0
1130,11877,0
1981,2023,0
3992,6100,0
0,198,0
1209,810,0
89,81,0
241,264,0
1928,444,0
657,1269,0
117,123,0
613,899,0
231,184,0
87,155,0
1,2,0
40,20,0
231,512,0
1837,1534,0
7938,20296,0
55,34,0
5067,5072,0
913,206,0
234,264,0
11,12,0
1210,643,0
918,829,0
829,1472,0
12438,14824,0
282,182,0
237,214,0
66,97,0
20,17,0
201,184,0
121,76,0
23381,187603,4
277,423,0
2063,1937,0
63,61,0
363,213,0
384,116,0
169,930,0
878,832,0
279,321,0
326,250,0
786,549,0
117,116,0
1169,2258,0
113,3468,0
1128,276,0
83,15,0
84,44442,0
148,128,0
849,1028,0
1335,2237,0
1125,1235,0
865,543,0
58,28,0
610,1925,0
175,88,0
507,490,0
255,357,0
461,714,0
50,72,0
448,296,0
1114,1246,0
597,519,0
36,36,0
33,13,0
185,239,0
454,18224,0
572,422,0
262,1154,0
2090,2584,0
930,367,0
372,144,0
525,922,0
364,53,0
317,332,0
886,899,0
114,87,0
77,12,0
336,521,0
980,2494,0
55,56,0
160,207,0
7,201,0
351,335,0
2060,692,0
614,143,0
896,650,0
534,1010,0
161,183,0
445,468,0
353,390,0
542,541,0
1,21,0
11,6,0
117,65,0
208,190,0
183,340,0
164,175,0
401,437,0
341,203,0
373,385,0
287,118,0
42,18,0
78,523,0
426,941,0
879,4154,0
732,980,0
337,1067,0
78,523,0
391,2839,0
117,189,0
526,1018,0
5269,6040,0
190,203,0
101,409,0
523,641,0
64,53,0
259,74,0
432,132,0
446,193,0
76,363,0
362,286,0
378,262,0
322,1973,0
763,724,0
6302,6373,0
128,112,0
963,1125,0
299,193,0
6,1,0
217,254,0
238,905,0
310,493,0
1540,1506,0
183,1254,0
1279,2248,0
680,2082,0
516,738,0
882,1398,0
438,441,0
1722,3836,0
163,55,0
480,479,0
2843,2419,0
375,847,0
3841,3905,0
198,249,0
35652,50974,0
620,821,0
311,14,0
2779,3463,0
331,468,0
185,83,0
46,5,0
174,204,0
1199,635,0
12,10,0
938,828,0
1864,1999,0
63,63,0
1853,1831,0
1229,730,0
2085,1094,0
687,154,0
234,312,0
963,689,0
127,126,0
77,492,0
1622,2396,0
0,0,0
1121,1073,0
221,175,0
53,8,0
614,927,0
195,609,0
5651,5663,0
40,31,0
2614,2378,0
462,3382,0
232,59,0
221,56,0
100,417,0
19,8,0
114,139,0
46,7,0
961,4275,0
178,461,0
48,4,0
567,874,0
45,52,0
121,24,0
603,193,0
885,413,0
202,36,0
225,22,0
28,26,0
1872,2258,0
49,12,0
271,25,0
17,7,0
45,63,0
2783,2881,0
152,205,0
269,387,0
488,127,0
883,750,0
87,61,0
57,24,0
222,219,0
79,19,0
57,6,0
281,638,0
398,335,0
7556,19584,0
61,8,0
419,458,0
69,57,0
115,24,0
306,299,0
42,100,0
215,37,0
63,6,0
57,45,0
41,43,0
388,430,0
100,229,0
213,34,0
72,51,0
235,457,0
226,277,0
91,282,0
310,465,0
249,271,0
168,145,0
196,133,0
24,1032,0
46,41,0
605,547,0
29,22,0
90,134,0
283,184,0
213,241,0
260,190,0
589,73,0
228,205,0
5002,4489,0
2436,2708,0
204836,236490,4
0,0,0
1767,545,0
240,141,0
354,584,0
165,265,0
9,4,0
1062,226,0
194,282,0
594,1093,0
193,26,0
800,1608,0
340,417,0
990,621,0
529,839,0
44,8,0
232,568,0
87,84,0
10,10124,0
245,237,0
194,137,0
9,2,0
2586,2594,0
243,269,0
118,60,0
495,189,0
219,331,0
654,334,0
9,65,0
19,247,0
148,254,0
4,1,0
303,3670,0
567,1865,0
731,234,0
611,435,0
1,1,0
57,21,0
838,962,0
59,162,0
4779,7870,0
172,986,0
1303,483,0
477,1254,0
53545,221022,4
963,640,0
2712,5167,0
17862,19075,0
61,86,0
2703,4174,0
774,1568,0
0,1,0
56,5599,0
1133,1279,0
415,313,0
18,19,0
5601,10143,0
117,171,0
79,83,0
2,4,0
82,69,0
59,22,0
248,891,0
91,84,0
397,353,0
182,200,0
8280,7537,0
221,1864,0
25,15,0
0,26,0
2744,2977,0
921,334,0
190,224,0
275,146,0
161,267,0
9687,10646,0
1120,206,0
88,425,0
38,207,0
399,69,0
41,155,0
158,61,0
206,197,0
49,42,0
300,190,0
4847,5752,0
1043,219,0
2018,541,0
23544,32993,0
731,1472,0
836,2830,0
1397,308,0
294,706,0
501,1244,0
52,85,0
460,542,0
2245,1339,0
577,543,0
624,126,0
122,228,0
12,108,0
2593,3135,0
447,497,0
279,355,0
391,383,0
320,740,0
287,768,0
251,588,0
307,306,0
67,158,0
220,265,0
120,258,0
15,9,0
293,290,0
504,788,0
1825,873,0
18,18,0
480,1584,0
310,66,0
1838,609,0
46,201,0
302,234,0
122,140,0
282,154,0
615,758,0
208,186,0
317,91,0
88,71,0
1605,748,0
1449,417,0
229,213,0
333,403,0
2001,278,0
220,150,0
4848,5214,0
326,377,0
727,2067,0
833,1698,0
19,7,0
1483,1074,0
158,53,0
31,29,0
157,291,0
95,90,0
48,26,0
3132,4250,0
791,2618,0
150,225,0
52,28,0
880,618,0
329,248,0
289,715,0
357,310,0
70,60,0
269,286,0
189,448,0
179,1,0
139,317,0
108,153,0
287,652,0
106,275,0
417,752,0
1995,1053,0
431,417,0
16,2,0
516,555,0
86,115,0
548,528,0
201,89,0
42,99,0
3437,3349,0
67,65,0
42,43,0
215,271,0
205,551,0
195,303,0
50,27,0
155,297,0
