friends_count,followers_count,cluster number
347,118,0
24799,30074,0
110,60,0
65,9,0
263,98,0
1537,1714,0
60,186,0
158,271,0
20,1,0
156,109,0
17,20,0
597,810,0
1213,2401,0
2193,2153,0
101,114,0
434,571,0
589,1164,0
557,2129,0
352,2734,0
80,74,0
125,2075,0
12569,19229,0
184,187,0
542,805,0
434,373,0
162,67,0
141,184,0
219,710,0
198,210,0
79,7,0
298,2530,0
1726,1165,0
1488,1279,0
910,1138,0
2154,2698,0
899,1285,0
540,112,0
152,140,0
137,161,0
652,222,0
833,1478,0
1988,463,0
190,131,0
110,110,0
1215,1843,0
634,1236,0
171,227,0
1073,63,0
2085,1879,0
246,181,0
117,40,0
199,221,0
2697,2976,0
38,67,0
353,160,0
381,270,0
570,275,0
158,444,0
973,358,0
3136,4260,0
0,402,0
531,223,0
117,931,0
47,22,0
0,2,0
468,1667,0
605,788,0
66,58,0
428,555,0
78,73,0
19,19,0
440,285,0
274,7591,0
159,175,0
560,134,0
211,707,0
297,394,0
818,697,0
52,35,0
103,92,0
82,45,0
214,1724,0
178,58,0
9444,11550,0
690,910,0
110,14,0
5657,5980,0
318,1100,0
233,163,0
79,32,0
85,157,0
3386,3712,0
742,260,0
245,661,0
204,62,0
1620,1561,0
64,88,0
285,393,0
539,315,0
3923,3472,0
0,2759,0
631,128,0
15,31,0
56,4,0
95,329,0
93,323,0
189,194,0
74,39,0
1968,432,0
15268,18606,0
829,803,0
7717,7663,0
274,9368,0
1313,1264,0
63,28,0
336,156,0
40,101,0
1470,1667,0
145,198,0
558,273,0
17,5,0
939,884,0
352,487,0
117,123,0
7300,27053,0
258,593,0
769,1220,0
5170,26106,0
113,79,0
53,2,0
16,218,0
25,3275,0
41,20,0
274,286,0
553,399,0
144,88,0
3275,5104,0
718,166,0
319,1181,0
305,371,0
94,605,0
30,40,0
1329,690,0
2724,4563,0
121,23,0
210,955,0
341,620,0
427,401,0
547,556,0
6039,6087,0
854,569,0
43,4,0
4045,3133,0
26,3029,0
852,1035,0
108,38,0
925,905,0
153,74,0
182,129,0
302,256,0
150,147,0
92,35,0
63,15,0
314,32,0
689,818,0
177,320,0
497,116,0
599,877,0
446,897,0
330,521,0
23,70,0
978,693,0
2083,2712,0
0,0,0
43,28125,0
517,2005,0
1033,1087,0
76,637,0
594,245,0
456,27873,0
1691,1162,0
969,682,0
3584,3842,0
1226,145367,4
32,2,0
197,121,0
478,683,0
176,56,0
137,153,0
47,41,0
459,568,0
118,192,0
1278,905,0
44,2096,0
45,77,0
586,757,0
62,35,0
568,698,0
876,2216,0
612,616,0
131,174,0
1146,896,0
220,221,0
477,517,0
87,23,0
84,149,0
60,43,0
65,29,0
186,205,0
33,17,0
433,1758,0
544,7910,0
229,23480,0
105215,138146,4
259,84,0
956,3249,0
70,95,0
709,1333,0
70,189,0
59,44,0
478,145,0
142,210,0
191,164,0
147,186,0
1867,1674,0
325,955,0
507,705,0
1090,1324,0
2035,1330,0
947,274,0
168,2104,0
401,508,0
10,2,0
136,570,0
229,153,0
887,1108,0
181,329,0
21,5,0
1198,1374,0
12,25,0
128,289,0
167,165,0
2077,1223,0
171,149,0
319,466,0
0,19,0
228,455,0
335,283,0
458,296,0
167,169,0
188,311,0
111,33,0
1107,1228,0
285,255,0
397,502,0
384,311,0
4,16,0
427,401,0
166,194,0
288,239,0
458,69,0
92,162,0
50,30,0
0,27,0
71,5,0
971,6828,0
409,114,0
4476,4037,0
0,1,0
127,75,0
273,425,0
840,740,0
449752,417823,3
860,2236,0
404,85,0
26,733,0
443,123,0
910,446,0
9,88,0
875,943,0
187,199,0
86,52,0
301,677,0
72,58,0
4750,5581,0
344,350,0
353,80,0
48,4,0
565,168,0
134,185,0
196,92,0
192,348,0
65,1276,0
240,207,0
44,7,0
184,195,0
214,35,0
3778,9440,0
6539,6273,0
125,9054,0
114,67,0
835,975,0
274,405,0
15,62,0
85,126,0
90,569,0
153,130,0
8857,9612,0
996,204,0
840,57,0
97,21,0
8909,9156,0
611,366,0
306,443,0
789,834,0
1363,1064,0
1001,973,0
20184,27428,0
17957,1574921,1
252,89,0
221,177,0
509,442,0
403,427,0
60,1557,0
582,554,0
6,0,0
417,539,0
48,44,0
1706,1959,0
2645,2857,0
28,29,0
254,213,0
2704,30440,0
274,121,0
32,32,0
368,59,0
35,38,0
1,20,0
401,318,0
8683,8739,0
723,1008,0
50,14,0
771,466,0
381,394,0
20,4,0
371,204,0
191,40313,0
35,493,0
1225,438,0
44,435,0
719,665,0
339,377,0
1224,10619,0
40,203,0
265,392,0
691,269,0
1270,724,0
67,63,0
9025,9165,0
21,23,0
1007,1192,0
9,1,0
453,311,0
118,5976,0
247,180,0
108,104,0
29,5,0
1898,1630,0
84,78,0
604,189,0
427,659,0
1025,858,0
590,758,0
85,29,0
119324,120531,4
213,962,0
11104,10896,0
313,411,0
4828,5161,0
578,400,0
456,483,0
580,376,0
398,175,0
305,231,0
761,871,0
2361,3629,0
324,345,0
9025,9165,0
123,134,0
1178,1016,0
338,597,0
0,3,0
354,329,0
384,1845,0
49,16863,0
1204,623,0
360,1434,0
97,89,0
729,117,0
10441,10475,0
52,55,0
570,348,0
263,80,0
181,339,0
205,130,0
41,47,0
21,13,0
1359,625,0
126,157,0
75,108,0
60,77,0
115,2749,0
618,33,0
286,219,0
1,11,0
357,1268,0
48,40,0
1342,1581,0
219,280,0
392,29,0
900,474,0
373,587,0
2005,612,0
0,25,0
1504,962,0
1229,979,0
505,355,0
174,162,0
97,1835,0
500,239,0
349,543,0
1505,1583,0
1,358,0
154,315,0
929,11112,0
195,515,0
315,254,0
69,925,0
2584,2729,0
389,936,0
380,428,0
2177,2016,0
0,0,0
1384,1398,0
854,580,0
1839,1721,0
93,95,0
0,0,0
1095,1037,0
150,43,0
339,45,0
225,238,0
53,2709,0
1189,685,0
671,191,0
87,127,0
417,143,0
8214,28973,0
1261,1566,0
311,389,0
259,258,0
53,67,0
641,724,0
129,150,0
64,2263,0
1043,624,0
375,455,0
401,414,0
425,585,0
593,564,0
446,559,0
1504,2129,0
0,30,0
86,61,0
786,969,0
587,8116,0
913,913,0
27,185,0
5,19,0
172,378,0
157,152,0
234,15,0
182,104,0
1297,541,0
1294,2727,0
166,181,0
373,990,0
335,283,0
142,177,0
1620,1715,0
532,552,0
201,244,0
149,129,0
62,1107,0
1059,977,0
734,992,0
62,178,0
1073,1091,0
893,219,0
129,86,0
265,1989,0
290,477,0
535,371,0
381,393,0
268,166,0
164,219,0
129,34,0
145,133,0
395,378,0
118,116,0
128,129,0
1188,795,0
294,362,0
226,589,0
1979,1734,0
854,850,0
143,59,0
365,370,0
57,74,0
302,142,0
303,508,0
2337,2319,0
816,586,0
17,43,0
17,16,0
241,180,0
53,136,0
262,94,0
1,1,0
1778,2106,0
245,268,0
2501,1585,0
2,450,0
109,17,0
261,249,0
823,965,0
319,207,0
262,222,0
2313,4022,0
2357,3204,0
44,771,0
2785,2680,0
471,675,0
252,259,0
344,616,0
13718,16350,0
129,53,0
2486,2430,0
941,702,0
1104,1168,0
550,1673,0
1319,961,0
119,113,0
140,83,0
396,472,0
444,96,0
196,194,0
783,1062,0
545,1352,0
657,1119,0
105,746,0
653,294,0
76,41,0
49,217,0
362,472,0
820,25451,0
477,554,0
506,1036,0
329,317,0
3069,2075,0
350,225,0
6556,35550,0
89,12311,0
314,702,0
12,15,0
597,115,0
2,0,0
796,865,0
542,817,0
30,31,0
246,214,0
116,64,0
248,210,0
20,6,0
67,63,0
118,143,0
3,9127,0
368,298,0
52,31,0
245,168,0
10494,9697,0
270,832,0
370,76,0
20,3,0
964,551,0
5428,12914,0
25,91,0
4696,5894,0
1548,2053,0
278,315,0
101,118,0
690,967,0
58,20,0
1,0,0
29,19,0
96,48,0
2720,3403,0
230,21,0
296,10714,0
118,56,0
1862,427,0
40,41,0
221,347,0
62,54,0
1934,743,0
3912,3762,0
634,639,0
25870,23773,0
734,734,0
322,113,0
708,768,0
265,982,0
16,16,0
97,1025,0
6322,10355,0
125,21,0
363,304,0
32,111,0
375,512,0
855,183,0
1423,1507,0
137,91,0
82,86,0
175,148,0
530,549,0
257,369,0
84,674,0
1355,1061,0
222,494,0
208,223,0
1364,1437,0
57,18,0
80,95,0
1998,1352,0
1996,2193,0
530,872,0
560,562,0
57,15,0
182,177,0
10,35,0
0,0,0
271,145,0
31,12,0
165517,249561,4
612,592,0
134,198,0
2002,11108,0
305,245,0
533,212,0
28,26,0
290,81,0
92,1886102,1
694,6088,0
910,656,0
0,0,0
576,1960,0
1011,826,0
139,98,0
2003,964,0
324,143,0
792,1305,0
1,2,0
387,315,0
606,507,0
312,54,0
96,33,0
183,156,0
14,126,0
108,52,0
2322,491,0
279,341,0
420,230,0
18,17,0
672,332,0
204,2083,0
153,128,0
39756,50296,0
254,874,0
590,614,0
233,351,0
765,548,0
58,16,0
182,386,0
250,307,0
240,185,0
182,758,0
579,423,0
2770,2908,0
185,865,0
25,26,0
21,16,0
31,35,0
1048,1678,0
778,1670,0
150,332,0
18,26,0
247,37,0
450,598,0
6,11,0
24,1,0
6,16,0
956,61,0
19,18,0
275,39,0
107,142,0
165,170,0
557,3748,0
0,6,0
5980,5600,0
102,12,0
512,523,0
81,143,0
7,9,0
10,24,0
11,8,0
33,58,0
280,313,0
628,806,0
0,0,0
1650,560,0
724,577,0
1031,777,0
261,263,0
9,14,0
0,0,0
106,382,0
14,6,0
26,3029,0
100,52,0
77,2,0
296,488,0
20,55,0
2302,4214,0
324,253,0
46,2,0
211,73,0
606,206,0
467,893,0
44,44,0
1031,777,0
33,5,0
460,450,0
40,75,0
116,309,0
770,1085,0
83,119,0
208,255,0
39,4,0
249,223,0
14,3,0
162,69,0
4,4,0
2029,1050,0
10634,19726,0
602,471,0
1038,3116,0
89,153,0
173,33,0
1223,675,0
136,2935,0
1904,364,0
1153,491,0
49,93,0
8040,9064,0
635,101,0
2181,2941,0
2508,3631,0
2145,1317,0
388,1193,0
1074,752,0
329,119,0
1255,1492,0
233,456,0
919,278,0
2515,819,0
119,44,0
39,14,0
522,362,0
511,311,0
1474,867,0
176,2344,0
270,262,0
1280,1612,0
307,97,0
1976,1983,0
359,329,0
217,228,0
1094,2520,0
1117,47181,0
67,59,0
507,1009,0
130,163,0
105,392,0
3574,3267,0
978,479,0
261,2883,0
28,27,0
86,217,0
59,59,0
284,119,0
342,1468,0
112487,102259,4
108,51,0
143,163,0
452,687,0
1043,269,0
208,928,0
1545,919,0
110,15,0
361,193,0
17,198662,4
7,5,0
90,1691,0
166,1016,0
731,941,0
1905,378,0
235,213,0
127,30,0
474,551,0
2309,3331,0
1868,948,0
797,185,0
484,1487,0
441,1306,0
260,158,0
1199,1221,0
64,79,0
42,5695,0
17,13,0
2374,2479,0
211,298,0
640,461,0
256,275,0
631,172,0
386,210,0
146,22,0
401,52,0
126,49,0
241,516,0
2236,1916,0
35,14,0
1,2,0
371,326,0
517,536,0
3395,2516,0
2,6,0
63,63,0
228,387,0
70,85,0
853,697,0
72,100,0
52,64,0
1855,1289,0
5597,5089,0
1,545,0
192,142,0
4,55,0
650,275,0
152,101,0
721,592,0
311,52,0
60,5,0
1694,394,0
333,38,0
562,615,0
1651,1566,0
312,231,0
228,75,0
1075,1210,0
179,35,0
1077,190,0
182,94,0
50,3754,0
196,13,0
2278,2538,0
1219,707,0
378,365,0
602,598,0
202,209,0
54,117,0
166,51,0
210,127,0
1811,2636,0
306,310,0
397,2626,0
1070,795,0
1342,2130,0
8,14,0
23,107,0
655,846,0
1301,12175,0
1985,1706,0
763,394,0
145,81,0
265,233,0
202,88,0
393,494,0
123,200,0
31,1027,0
278,363,0
40,83,0
354,7504,0
5,164,0
118,156,0
224180,240276,4
145,3200,0
227,663,0
1211,1239,0
39,25,0
47,7,0
23,107,0
3879,5389,0
1086,438,0
49,2,0
155,455,0
510,434,0
267,394,0
0,1,0
301,128,0
598,75,0
314,6673,0
25,20,0
1626,1744,0
1361,1729,0
3414,3444,0
214,102,0
610,731,0
70,189,0
179,135,0
30,93,0
188,67,0
1251,1330,0
475,357,0
885,792,0
166,659,0
2302,2733,0
148,102,0
306,425,0
2557,2245,0
250,322,0
465,605,0
785,429,0
594,675,0
162,191,0
15923,37454,0
15542,65857,0
15858,30631,0
102,72,0
33744,45007,0
1966,1056,0
4079,4126,0
237,310,0
2640,2466,0
207,423,0
19293,40996,0
5446,5425,0
229,623,0
0,0,0
120,89,0
23403,33468,0
50,205,0
56,553,0
381,103,0
382,108,0
1809,2047,0
4344,7255,0
252,472,0
65396,124202,4
109,42,0
136,133,0
81,31,0
221,330,0
192,264,0
152,2342,0
21085,24393,0
140,63,0
22979,34020,0
193,344,0
3754,3315,0
2368,2113,0
614,69,0
2012,1771,0
550,1051,0
409,117,0
37471,38241,0
138,150,0
230,4071,0
889,1977,0
673,923,0
228,1723,0
3633,4050,0
193,456,0
637,206,0
571,632,0
773,1156,0
321,409,0
186,201,0
504,83,0
72,20,0
91,45,0
452,190,0
501,209,0
1737,761,0
119,78,0
177,132,0
62,19,0
666,226,0
283,172,0
165,389,0
337,27,0
630,487,0
9679,10500,0
106,30,0
389,468,0
165,55,0
330,384,0
381,1028,0
15,56,0
256,39,0
221,126,0
216,217,0
1144,3919,0
265,282,0
595,706,0
85,48,0
76,192,0
1442,1548,0
93,87,0
1980,1006,0
753,8559,0
2,317,0
121,261,0
293,1223,0
256,499,0
1513,1590,0
123,282,0
302,330,0
596,365,0
286,1852,0
548,577,0
129,89,0
529,324,0
317,735,0
119,44,0
97,115,0
220,236,0
831,1347,0
1002,1735,0
249,85,0
3438,115598,4
66,135,0
998,638,0
470,2242,0
166,37,0
901,436,0
21,18,0
314,401,0
657,4744,0
247,297,0
303,202,0
281,211,0
218,227,0
468,655,0
2051,2016,0
152,314,0
45,55,0
259,97,0
1000,20245,0
1199,1015,0
92,21,0
1362,1540,0
22,6,0
53,53,0
46,8,0
128,748,0
7,11,0
437,507,0
792,12346,0
358,529,0
257,225,0
463,4472,0
145,105,0
1063,899,0
203,124,0
242,776,0
635,521,0
918,1624,0
42,28,0
187,146,0
369,548,0
345,234,0
918,1259,0
1534,1086,0
1916,1295,0
119,406,0
1654,1704,0
895,788,0
2,0,0
319,437,0
1598,1039,0
260,113,0
1180,713,0
423,157,0
1300,818,0
3453,3427,0
292,446,0
110,16,0
196,15860,0
322,218,0
562,16423,0
20,27,0
124,95,0
85,155,0
1206,1116,0
0,362,0
106,152,0
91,4,0
448,551,0
160,688,0
711,1058,0
2894,5744,0
127,382,0
2403,2717,0
922,1206,0
230,164,0
99,33,0
0,1,0
168,180,0
226,366,0
364,184,0
10398,30508,0
318,286,0
1983,2239,0
24,2,0
635,521,0
178,64,0
232,301,0
17,14,0
189,293,0
154,326,0
91,32,0
8547,8661,0
13,17,0
6,98,0
251,259,0
713,749,0
56,3,0
101,117,0
510,704,0
944,303,0
271,25,0
235,85,0
271,284,0
17,5,0
181,8,0
244,3717,0
477,438,0
225,58,0
232,59,0
1,52,0
1261,747,0
392,411,0
2435,1441,0
57,6,0
18,43,0
1251,1345,0
63,6,0
230,367,0
0,1,0
49,6,0
257,246,0
128,1007,0
1004,1065,0
215,37,0
67,7,0
1258,466,0
385,756,0
119,59,0
202,36,0
177,142,0
690,393,0
17,5,0
639,620,0
41,72,0
383,416,0
450,553,0
205,906,0
78,60,0
216,229,0
41,40,0
152,676,0
1,45,0
69,50,0
137,66,0
48,4,0
762,396,0
107,50,0
213,34,0
1,35,0
225,22,0
534,1629,0
530,216,0
24,54,0
49,12,0
216,193,0
137,53,0
213,35,0
107,25,0
79,19,0
1018,355,0
1009,772,0
359,165,0
270,2769,0
121,24,0
119,414,0
381,14271,0
882,3691,0
849,13,0
981,2236,0
321,2769,0
56,63,0
28678,36405,0
966,224,0
0,1,0
11,15,0
371,452,0
313,11589,0
1968,5268,0
140,65,0
1613,181,0
3799,21202,0
1594,2283,0
975,727,0
236,2445,0
1807,2838,0
535,392,0
61,10,0
2,0,0
354,105,0
1608,295,0
197,59,0
247,173,0
560,1191,0
34,181156,4
3080,4153,0
805,298,0
350,505,0
137,38,0
20,256,0
378,444,0
186,83,0
0,5,0
511,1097,0
384,116,0
58,28,0
57,72,0
709,806,0
155,217,0
66,21,0
560,45,0
195,134,0
331,1355,0
169,19,0
10045,12666,0
195,102,0
101,91,0
676,423,0
321,95,0
320,105,0
402,76,0
129,122,0
350,278,0
1005,2413,0
211,379,0
263,208,0
306,162,0
155,203,0
2019,1685,0
148,413,0
159,328,0
4797,3899,0
63,4,0
362,132,0
1071,2222,0
86,131,0
1170,2988,0
1689,853,0
269,279,0
439,675,0
13,11,0
566,511,0
528,621,0
64,104,0
407,803,0
317,462,0
263,262,0
472,588,0
616,257,0
7300,27053,0
60,54,0
494,332,0
38,0,0
322,569,0
2950,3953,0
1838,3311,0
350,371,0
524,370,0
5,5,0
176,146,0
305,302,0
677,394,0
369,21,0
206,84,0
1864,851,0
153,115,0
1001,132,0
241,553,0
1583,1673,0
330,286,0
264,176,0
109,407,0
64,86,0
1000,24775,0
80,142,0
618,807,0
94,189,0
34,27,0
111,107,0
122,126,0
671,599,0
43,10,0
499,2364,0
502,277,0
199,135,0
960,247,0
2554,2747,0
2186,8898,0
2432,2234,0
103,216,0
1617,11927,0
144,7490,0
13119,18160,0
552,621,0
48,34,0
0,0,0
221,553,0
680,2024,0
12635,17728,0
376,237,0
22,18,0
8,9,0
261,206,0
64,26,0
228,149,0
95,272,0
1095,804,0
45,91,0
235,150,0
886,930,0
89,32,0
76,18,0
397,44,0
1914,146,0
104,691,0
112,51,0
43,7,0
393,668,0
732,1343,0
156,178,0
113,58,0
0,0,0
87,413412,2
136,126,0
510,3361,0
552,623,0
60,24,0
1994,3052,0
80,142,0
0,0,0
1487,4628,0
608,711,0
7694,8607,0
53,1,0
1449,11950,0
46,201,0
50,37,0
109,48,0
163,359,0
106,654,0
702,264,0
74,93,0
0,0,0
2084,85,0
1957,748,0
1070,1688,0
1995,34,0
378,168,0
87,143,0
81,241,0
653,718,0
2080,2123,0
90,61,0
44,22,0
154,73,0
317,34257,0
105,4,0
347,773,0
199,359,0
572,644,0
409,432,0
555,1677,0
88,57,0
410,2083,0
95,83,0
1,50,0
1826,512,0
1013,1272,0
967,635,0
985,239,0
223,468,0
247,1253,0
385,496,0
317,195,0
91,16,0
228,392,0
345,194,0
178,161,0
3742,4122,0
482,543,0
100,63,0
254,187,0
617,602,0
2006,705,0
270,29,0
8176,8431,0
143,3017,0
7,10,0
499,156,0
6,7,0
134,58,0
823,3711,0
67,25,0
181,1311,0
1,1,0
84406,84708,4
40,3,0
2300,684,0
1823,187,0
159,91,0
759,409,0
287,39,0
11,6,0
549,421,0
1475,1397,0
56,40,0
3919,3014,0
45,2,0
299,231,0
1022,46,0
349,449,0
138,86,0
1065,1175,0
352,462,0
50,41,0
98,49,0
2584,2729,0
367,517,0
495,1072,0
222,196,0
112,210,0
1216,70557,0
1887,936,0
4,89,0
262,284,0
327,102,0
251,443,0
55,1,0
276,124,0
55,1,0
4534,4819,0
874,7656,0
96,22,0
436,490,0
111,191,0
5,1,0
216,1015,0
140,101,0
160,521,0
203659,205280,4
1946,1657,0
99,153,0
1573,1289,0
363,197,0
135,119,0
28,17,0
38,37,0
887,1634,0
1689,1751,0
462,644,0
91,357,0
920,355,0
194,237,0
263,283,0
471,278,0
156,138,0
978,764,0
101,88,0
165,49,0
756,888,0
198,210,0
11,1,0
235,388,0
877,865,0
2154,2698,0
699,294,0
1994,1658,0
392,385,0
216,390,0
146,25813,0
811,1312,0
426,594,0
848,1094,0
109,92,0
18,11,0
370,66,0
68,62,0
63,49,0
98,166,0
126,217,0
94,109,0
76,81,0
17616,17971,0
684,2519,0
127,233,0
82,99,0
1864,1370,0
748,2320,0
78,335,0
253,183,0
51,12,0
191,392,0
13863,18046,0
165,134,0
13779,15458,0
1159,1589,0
133,276,0
37,30,0
79,64,0
1,3,0
1321,1995,0
274,204,0
1,38,0
136,94,0
464,902,0
293,296,0
467,341,0
456,1566,0
1044,1053,0
180,307,0
211,291,0
156,34,0
85,97,0
69,40,0
158,522,0
128,176,0
515,764,0
43,37,0
48,5,0
277,328,0
311,464,0
91,33,0
78,15,0
999,2431,0
349,59,0
3553,5324,0
162,3398,0
41,46,0
1405,48964,0
173,161,0
92,750,0
40,5,0
118,36,0
416,400,0
11230,10209,0
42,4,0
14838,106048,4
63,6,0
589,334,0
230,445,0
175,12,0
75,185,0
288,38295,0
16,15,0
241,327,0
32,27,0
40,1,0
0,15,0
189,1398,0
101,195,0
589,645,0
196,117,0
245,312,0
340,485,0
10829,12835,0
190,148,0
90,184,0
369,152,0
443,143,0
2754,2562,0
0,0,0
2012,430,0
146,45,0
392,192,0
0,60,0
1718,224,0
189,172,0
209,41,0
1,545,0
1487,1249,0
598,238,0
47,1417,0
479,435,0
420,172,0
152,114,0
313,362,0
2007,800,0
883,1211,0
22,48,0
40,1,0
57,149,0
410,195,0
127,103,0
149,195,0
97,478,0
145,200,0
2145,612,0
87,32,0
6,1,0
883,1211,0
20,23,0
229,252,0
294,249,0
263,261,0
238,171,0
1238,973,0
209,97,0
259,580,0
774,775,0
33,18,0
569,645,0
329,653,0
443,431,0
92,124,0
452,341,0
211,282,0
479,382,0
297,270,0
1710,1957,0
637,657,0
82,3225,0
157,172,0
594,196,0
11855,20341,0
91,63,0
769,916,0
131,57,0
20,33,0
175,340,0
2033,991,0
895,1160,0
129,268,0
191,623,0
520,514,0
2584,2729,0
296,529,0
55,11,0
450,153,0
569,3276,0
26,102,0
101,112,0
132,853,0
452,190,0
2014,2186,0
191,443,0
15,202,0
120,64,0
124,28,0
117,316,0
101,187,0
751,780,0
164,164,0
15,39,0
603,125,0
664,1338,0
733,530,0
391,654,0
460,896,0
911,1281,0
700,582,0
796,931,0
55,244,0
14548,16509,0
234,292,0
740,867,0
270,274,0
254,384,0
388,228,0
84,116,0
329,210,0
76,120,0
626,128,0
1029,246,0
35,43,0
1620,1561,0
5386,9870,0
210,43,0
169,255,0
108,76,0
239,117,0
49,14,0
6083,6001,0
134,103,0
18,281,0
6,1,0
995,2418,0
4276,3822,0
1124,2508,0
3230,3912,0
40,3,0
325,448,0
5711,1468742,1
808,888,0
9,6,0
249,1067,0
69,83,0
10,20,0
203,739,0
10,0,0
98,58,0
188,290,0
196,83,0
2008,2048,0
182,108,0
183,178,0
4951,66257,0
24,18,0
442,224,0
264,242,0
108,59,0
1071,1153,0
476,326,0
154,71,0
50,86,0
94,15,0
109,158,0
208,220,0
198,2366,0
157,170,0
199,285,0
966,1123,0
2010,1460,0
30,13,0
154,1980,0
597,1795,0
2645,3468,0
48,45,0
152,301,0
378,1085,0
637,4153,0
380,403,0
295,202,0
237,705,0
311,1054,0
6771,8088,0
53,1101,0
59,59,0
0,108,0
500,446,0
1293,953,0
65,29,0
181,132,0
186,242,0
1829,1400,0
510,514,0
2078,26569,0
437,560,0
4,201,0
1659,224,0
386,415,0
2150,2608,0
1,15,0
212,225,0
587,503,0
678,879,0
215,228,0
1,112,0
694,266,0
10,15,0
998,2097,0
3,4,0
51,17,0
16,17,0
0,1071,0
84,94,0
591,600,0
573,993,0
239,239,0
31,36,0
73,2929,0
497,486,0
117,46,0
3290,3819,0
62,40,0
3172,2846,0
240,241,0
292,373,0
233,271,0
90,45,0
7,6,0
171,131,0
299,242,0
19,27,0
208,227,0
452,2528,0
77,43,0
16250,19084,0
1191,315,0
381,194,0
0,3,0
277,310,0
164,251,0
1130,552,0
155,37,0
262,721,0
519,1315,0
17490,17550,0
148,691,0
39,30,0
4346,3173,0
58,48,0
355,144,0
375,59173,0
2572,587,0
888,877,0
3637,4077,0
463,595,0
475,139,0
15,44,0
59,76,0
126554,151949,4
142,191,0
233,952,0
2122,2013,0
126554,151949,4
509,534,0
739,368,0
875,993,0
276,333,0
1372,1903,0
1384,112,0
317,495,0
2289,2416,0
236,608,0
1197,926,0
697,634,0
29478,35228,0
324,70,0
491,172,0
481,424,0
313,557,0
0,1,0
93467,91418,4
2207,768,0
330,462,0
573,295,0
112,123,0
1140,286,0
1291,584,0
99,98,0
2037,2503,0
376,169,0
575,740,0
37,64,0
15075,15083,0
81,137,0
5001,3692,0
505,4670,0
917,1569,0
6678,7518,0
351,82,0
2,8,0
197,59,0
1664,1199,0
192,381,0
319,798,0
1059,1191,0
416,657,0
753,460,0
350,1014,0
158,8381,0
860,2145,0
18,72,0
1746,1796,0
42,152,0
1419,2621,0
394,731,0
2242,2817,0
1394,412,0
24269,28096,0
1427,861,0
311,422,0
80,62,0
268,8762,0
44,5,0
90,96,0
320,227,0
1024,398,0
65,96,0
277,94,0
779,765,0
268,167,0
2647,18965,0
1494,579,0
2030,1999,0
235,341,0
93,96,0
5,13,0
161,54,0
107,425,0
0,41,0
38,12,0
3733,3383,0
250,356,0
100,481,0
2964,3093,0
144,99,0
1464,682,0
106,452,0
36,51,0
79,90,0
161,406,0
349,95,0
590,1232,0
95,740,0
134,1197,0
53,48,0
446,965,0
340,293,0
293,286,0
1795,686,0
328,300,0
500,251,0
963,1637,0
909,1238,0
150,70,0
264,195,0
212,163,0
169,26,0
64,35,0
2029,1325,0
13073,12597,0
18,143,0
1633,22291,0
189,195,0
11,490,0
52,32,0
597,1855,0
279,322,0
2,15760,0
758,899,0
131,21546,0
287,247,0
264,5182,0
101,173,0
209,233,0
3,0,0
223,296,0
154063,151949,4
112,12492,0
37,143,0
113,271,0
28,38,0
542,384,0
303,397,0
175,154,0
480,459,0
508,462,0
34385,55619,0
240,348,0
20,27,0
1886,120,0
1687,2740,0
232,695,0
32,3,0
403,348,0
255,235,0
329,306,0
613,667,0
197,304,0
120,13,0
1086,1235,0
762,850,0
535,609,0
2450,2414,0
382,490,0
215,96,0
2947,5288,0
216,217,0
422,420,0
255,1048,0
5188,16682,0
36,58,0
13,38,0
119,50,0
656,4053,0
6,4,0
36,58,0
47,5,0
1257,4216,0
86,1045,0
2584,2729,0
419,2256,0
1062,259,0
3,78,0
112,56,0
707,701,0
227,50,0
6936,6330,0
69,80,0
56,3,0
216,231,0
107,10,0
905,842,0
126,189,0
192,353,0
278,364,0
1543,1397,0
8822,24230,0
386,383,0
9,515,0
1009,772,0
24944,34562,0
146,141,0
582,732,0
29,124,0
280,284,0
98,117,0
34,109,0
237,326,0
588,251,0
228,193,0
211,270,0
174,224,0
841,719,0
1449,1635,0
154,53,0
47,54,0
360,104,0
868,790,0
163,159,0
26,85,0
124,295,0
736,339,0
340,250,0
150,103,0
184,315,0
198,62,0
81,73,0
250,1061,0
42,8,0
5,8,0
1126,1809,0
202,199,0
115,308,0
464,545,0
1453,603,0
494,294,0
3606,3163,0
37,25,0
1599,2878,0
4218,4198,0
3699,3699,0
192,134,0
635,539,0
1956,1339,0
161,505,0
446,148,0
650,1331,0
246,178,0
37,45,0
185,501,0
2165,780,0
270,333,0
999,148,0
1992,1669,0
318,257,0
116,157,0
1226,897,0
259,340,0
2519,4129,0
155,80,0
18824,18051,0
260,246,0
525,78,0
1037,665,0
364,1346,0
286,85,0
747,574,0
222,53,0
532,613,0
239,14,0
2886,4817,0
1,6,0
274,332,0
2100,163,0
22,1,0
299,1099,0
191,365,0
330,397,0
3,3,0
151,138,0
167,102,0
296,245,0
747,439,0
540,613,0
509,4395,0
64,56,0
114,76,0
901,1012,0
1207,247,0
350,61,0
997,1258,0
0,2769,0
38,39,0
936,509,0
221,285,0
392,400,0
749,574,0
7,1,0
113,1225,0
156,454,0
87,74,0
387,861,0
3874,3521,0
152,307,0
214,391,0
140105,147027,4
318,643,0
983,1577,0
206,2272,0
3497,3924,0
515,538,0
67,59,0
262,330,0
121,134,0
15,13,0
186,68,0
851,373,0
113,210,0
182,200,0
